758.4163413271798,976.111359929221,152.68326826543597
769.896094024254,1046.1439228590457,155.9792188048508
815.4565372934243,978.1836121448769,163.09130745868487
836.1530123364801,963.4110640922332,168.23060246729602
919.5107631566149,960.4939656570366,185.902152631323
883.9168554927461,972.3782152412545,176.78337109854922
918.942036720774,984.8123394725317,185.78840734415482
893.093440831977,997.1222935570389,179.6186881663954
936.6055474492375,1023.1719747868341,190.32110948984752
956.519407224257,973.9456049172252,192.3038814448514
931.56431897187,906.3620548680535,183.2724109736107
948.4147635769856,892.5191883372352,181.50383766744704
944.709862966078,932.6801750157667,190.53603500315336
910.5588671795591,942.6453003722521,182.11177343591183
889.4311413948305,851.3053804177673,171.26107608355346
956.0403253541832,819.9739813320273,164.99479626640547
877.4363244370961,814.10395382196,165.820790764392
891.6720489596488,775.3088357708318,155.06176715416638
895.3452727236161,821.1765800836972,167.23531601673946
902.2598740474581,805.2177275218771,163.04354550437543
900.967131294529,751.1420079003462,150.22840158006926
875.9878978712919,673.0227306196559,137.6045461239312
775.087472827102,670.6184124144595,134.1236824828919
794.3879136299864,696.5700786476172,139.31401572952345
747.6452638206061,647.6837696757904,130.5367539351581
749.1012783581248,617.1558154664348,124.43116309328695
757.3428055638567,548.9085936278551,109.78171872557103
709.3771082218072,594.3070196178376,119.86140392356752
740.727509173345,548.6102273137875,111.7220454627575
703.0068564351582,564.1443947012747,113.82887894025494
669.653033845877,522.6546569736656,105.53093139473313
651.7779111265932,518.3296843020746,103.66593686041493
704.7545126282064,441.078527253754,88.2157054507508
615.9697491703184,504.96286502334044,100.99257300466809
708.3088251081941,496.9692832975581,100.39385665951163
626.3631064886961,407.00454900849365,82.40090980169873
695.7914704323036,469.48834732822536,93.89766946564508
664.735868232784,396.0114168704866,79.20228337409732
644.0611853467994,426.39925237437484,85.27985047487498
633.9707750864628,425.36955405213405,85.07391081042681
632.7268553302208,398.25433039510233,79.65086607902047
665.1254192957234,405.7637644519984,82.15275289039968
627.0723838654245,442.9893801029477,88.59787602058954
649.5167629365927,482.60308009839946,96.52061601967989
628.841939179332,442.29848395681984,88.45969679136397
694.1588643763282,485.71602601810616,97.14320520362124
719.9326701435988,459.9001171318573,92.98002342637147
667.7283490285495,513.8155740617509,104.76311481235018
677.2796411549814,494.4672420928214,98.89344841856428
